platform,channel_name,channel_display_name,channel_id,hours_watched,peak_viewers,average_viewers,airtime_in_m,followers_gain,live_views,last_streamed_game,avatar_url,channel_country,stream_language,partnership_status,channel_type,start_date,end_date,year,week_number,rank_within_week
twitch,lord_kebun,Lord_Kebun,163836275,417949,14426,9375,2675,316,1031183,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/be4e8251-2cd7-453c-8a83-41412cfa48dc-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51,65
twitch,gamerlegion,GamerLegion,197615077,415463,12086,6044,4125,5233,685897,Age of Empires II,https://static-cdn.jtvnw.net/jtv_user_pictures/5ac71cc2-fcca-4dd3-8246-a4357ca6068a-profile_image-300x300.png,,en,partner,,2024-12-16,2024-12-22,2024,51,66
twitch,gorgc,Gorgc,108268890,413390,13853,7692,3225,534,1138162,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-300x300.jpeg,SE,en,partner,Male,2024-12-16,2024-12-22,2024,51,67
twitch,colthavok,ColtHavok,119089037,412635,5004,2466,10045,8166,,Call of Duty: Black Ops 6,https://static-cdn.jtvnw.net/jtv_user_pictures/03322e89-83ce-4ca1-aa54-0cb36d3d8ade-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51,68
twitch,stylishnoob4,stylishnoob4,50988750,409645,14344,9189,2675,625,1499992,Path of Exile 2,https://static-cdn.jtvnw.net/jtv_user_pictures/stylishnoob4-profile_image-08271f11296c16df-300x300.png,JP,ja,partner,Male,2024-12-16,2024-12-22,2024,51,69
twitch,cdawgva,CDawgVA,45098797,408189,12153,7152,3425,3011,840404,Final Fantasy VI,https://static-cdn.jtvnw.net/jtv_user_pictures/49110706-4c6c-4da5-8037-0fbd429405f5-profile_image-300x300.png,UK,en,partner,Male,2024-12-16,2024-12-22,2024,51,70
twitch,bratishkinoff,bratishkinoff,99899949,403967,24671,13542,1790,8145,1802571,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/ababebac-f06f-40e7-b19c-2436b9311c1a-profile_image-300x300.png,RU,ru,partner,Male,2024-12-16,2024-12-22,2024,51,71
twitch,ohnepixel,ohnePixel,43683025,400266,23762,14087,1705,6963,1725771,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/5742b015-e6ed-4f7c-a1dd-87cd88fe1eb9-profile_image-300x300.png,DE,en,partner,Male,2024-12-16,2024-12-22,2024,51,72
twitch,yuuri22,yuuri22,499780312,395862,58123,31049,765,9341,1634378,Virtual Casino,https://static-cdn.jtvnw.net/jtv_user_pictures/88854142-6e95-4c57-9b30-b3433a9c9a8f-profile_image-300x300.jpeg,BR,pt,affilate,Male,2024-12-16,2024-12-22,2024,51,73
twitch,amazonmusic,AmazonMusic,123275679,388792,107540,50713,460,30752,,Music,https://static-cdn.jtvnw.net/jtv_user_pictures/796d0dc7-4de3-4f26-9cd6-af88cf438df7-profile_image-300x300.png,US,en,partner,Organization,2024-12-16,2024-12-22,2024,51,74
twitch,tumblurr,Tumblurr,77827128,384653,32767,19477,1185,1641,1505323,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/76689ba7-8a3a-4369-bb9b-6ec7c54e4648-profile_image-300x300.png,IT,it,partner,Male,2024-12-16,2024-12-22,2024,51,75
twitch,skywhywalker,skywhywalker,254030065,383028,18718,11847,1940,8248,2164260,MiSide,https://static-cdn.jtvnw.net/jtv_user_pictures/6cf5c0a9-24f3-4e63-8433-022ef586e279-profile_image-300x300.png,RU,ru,partner,Male,2024-12-16,2024-12-22,2024,51,76
twitch,gaules,Gaules,181077473,375455,10398,2326,9690,925,1132613,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/ea0fe422-84bd-4aee-9d10-fd4b0b3a7054-profile_image-300x300.png,BR,pt,partner,Male,2024-12-16,2024-12-22,2024,51,77
twitch,gabepeixe,gabepeixe,59799994,369638,12351,6293,3525,3829,1625455,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/5bb6bc7d-4371-4f10-8827-7dc925f83230-profile_image-300x300.png,BR,pt,partner,Male,2024-12-16,2024-12-22,2024,51,78
twitch,strogo,StRoGo,233741947,369128,31054,12656,1750,8049,1573870,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/8a9c0603-7ff0-4189-bdc1-3072029a613d-profile_image-300x300.png,RU,ru,partner,Male,2024-12-16,2024-12-22,2024,51,79
twitch,bisteconee,Bisteconee,512137332,364477,28007,15565,1405,27287,1642934,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/00aed781-c3f2-49d8-88a4-3d6f0feb4b0f-profile_image-300x300.png,BR,pt,partner,Male,2024-12-16,2024-12-22,2024,51,80
twitch,guacamolemolly,GUACAMOLEMOLLY,181718577,363359,18266,11068,1970,-39648,1326851,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/5dacbbcd-34d2-4e63-a15d-80090523dcb5-profile_image-300x300.png,RU,ru,partner,Male,2024-12-16,2024-12-22,2024,51,81
twitch,easportsfc,easportsfc,28029009,355155,149677,40980,520,5128,1383390,EA Sports FC 25,https://static-cdn.jtvnw.net/jtv_user_pictures/d5ac63ef-75f5-4392-9032-ca59a170a4a1-profile_image-300x300.png,US,en,partner,Organization,2024-12-16,2024-12-22,2024,51,82
twitch,realzbluewater,RealzBlueWater,62595539,353216,6355,4515,4695,1740,1241556,Diablo IV,https://static-cdn.jtvnw.net/jtv_user_pictures/792a8905-cd57-4160-8331-c9bc035393d3-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51,83
twitch,nmplol,Nmplol,21841789,352491,36256,21693,975,1792,1228411,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/e4d9bf96-311d-487a-b5eb-9f9a94e0f795-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51,84
twitch,knekro,knekro,152633332,350093,15432,7795,2695,2000,893210,Pokémon Trading Card Game Pocket,https://static-cdn.jtvnw.net/jtv_user_pictures/5b73f4b998324548-profile_image-300x300.jpeg,ES,es,partner,Male,2024-12-16,2024-12-22,2024,51,85
twitch,dariomocciatwitch,DarioMocciaTwitch,53065331,347748,38724,9053,2305,5221,249711,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/73633088-8b11-4dad-b4ae-065f64f3a585-profile_image-300x300.png,IT,it,partner,Male,2024-12-16,2024-12-22,2024,51,86
twitch,flats,Flats,141429177,347690,32027,6592,3165,17253,783036,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/6f398651-334b-4cfc-a37c-29c066584da8-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51,87
twitch,ironmouse,ironmouse,175831187,345668,13955,8415,2465,5855,1053210,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/c2aca19b-b318-4398-99a5-fb6a597536fd-profile_image-300x300.png,PR,en,partner,Female,2024-12-16,2024-12-22,2024,51,88
twitch,gronkh,GRONKH,12875057,345643,25524,19203,1080,1140,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/gronkh-profile_image-76b34139eaa46bb5-300x300.png,DE,de,partner,Male,2024-12-16,2024-12-22,2024,51,89
twitch,shadowkekw,shadowkekw,465131731,344417,46577,29735,695,4835,1086481,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/55a5e785-9c08-47f5-bcff-895224deb51f-profile_image-300x300.png,RU,ru,partner,Male,2024-12-16,2024-12-22,2024,51,90
twitch,angryginge13,angryginge13,598713647,343336,17901,8730,2360,7297,1482536,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/5efe32b5-32a1-43dc-805e-c63302f95bee-profile_image-300x300.png,UK,en,partner,Male,2024-12-16,2024-12-22,2024,51,91
twitch,gordaons1,gordaons1,758175134,342682,4246,2152,9560,8397,909449,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/54e04862-876a-4141-bfe8-028a698bf213-profile_image-300x300.png,BR,pt,partner,Male,2024-12-16,2024-12-22,2024,51,92
twitch,moonmoon,MOONMOON,121059319,340940,14823,9320,2195,-154,507493,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51,93
twitch,mrsavage,MrSavage,198182340,338410,21800,10976,1850,9696,2186985,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/2b451fa3-32fe-4a92-844f-f1b303116ca6-profile_image-300x300.png,NO,en,partner,Male,2024-12-16,2024-12-22,2024,51,94
twitch,jltomy,JLTomy,155601320,336449,19956,10380,1945,1002,1086579,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/aa2bc80a-e317-494a-a94d-7492889e4f66-profile_image-300x300.png,FR,fr,partner,Male,2024-12-16,2024-12-22,2024,51,95
twitch,sasavot,sasavot,89132304,335616,20525,12279,1640,14038,2023944,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/c1372b44-c4c9-451d-867e-377b0d227756-profile_image-300x300.png,RU,ru,partner,Male,2024-12-16,2024-12-22,2024,51,96
twitch,zarbex,zarbex,403594122,326515,22805,11525,1700,8236,1272733,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/436a50ca-f8e9-4cc0-aae8-def977448ac7-profile_image-300x300.png,DE,de,partner,Male,2024-12-16,2024-12-22,2024,51,97
twitch,lazvell,Lazvell,48677263,320377,12313,5765,3335,3917,1984355,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/85baa6dc-c2d9-4135-b6d0-dfb429d1230d-profile_image-300x300.png,JP,ja,partner,Male,2024-12-16,2024-12-22,2024,51,98
twitch,bastighg,BastiGHG,38121996,317015,28495,9632,1975,7410,1388899,GeoGuessr,https://static-cdn.jtvnw.net/jtv_user_pictures/865826b7-35e7-47be-9bb8-aff3be1fa08f-profile_image-300x300.png,DE,de,partner,Male,2024-12-16,2024-12-22,2024,51,99
twitch,trymacs,Trymacs,64342766,316948,17950,10654,1785,2835,1688847,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/22a56845-20d0-4e14-932e-0ec099b088eb-profile_image-300x300.png,DE,de,partner,Male,2024-12-16,2024-12-22,2024,51,100
twitch,aminematue,aminematue,407388596,3958513,609057,93142,2550,76193,20646987,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/13e55cbe-a1b0-4f4c-b69b-2748274b9e48-profile_image-300x300.png,FR,fr,partner,Male,2025-01-13,2025-01-19,2025,3,1
twitch,jonvlogs,JonVlogs,103989988,3416377,51320,20759,9875,26253,185157,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/00e7ebf9-89b9-41e1-b2bc-263b0ce805d0-profile_image-300x300.png,BR,pt,partner,Male,2025-01-13,2025-01-19,2025,3,2
twitch,caedrel,Caedrel,92038375,3206315,106159,44024,4370,17004,7956867,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/483a37ac-58fd-4e2f-8dc3-2c68a0164112-profile_image-300x300.png,DE,en,partner,Male,2025-01-13,2025-01-19,2025,3,3
twitch,blastpremier,BLASTPremier,163299585,3136759,99092,44181,4260,32387,10545632,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/744364b9-2b12-4d1d-812b-fdcc60eb73f3-profile_image-300x300.png,DK,en,partner,Organization,2025-01-13,2025-01-19,2025,3,4
twitch,sodapoppin,sodapoppin,26301881,1836457,157979,19926,5530,8048,5126366,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/fc7b15b2-e400-4e74-8c8b-2ad3725e5770-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,5
twitch,kato_junichi0817,加藤純一うん〇ちゃん,545050196,1749196,69505,26108,4020,2242,5930985,Among Us,https://static-cdn.jtvnw.net/jtv_user_pictures/a4977cfd-1962-41ec-9355-ab2611b97552-profile_image-300x300.png,JA,ja,partner,Male,2025-01-13,2025-01-19,2025,3,6
twitch,zackrawrr,zackrawrr,552120296,1739832,128613,41180,2535,5801,3174365,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/a9ce83ba-c0bd-49cc-83bd-9d17647a211a-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,7
twitch,kamet0,Kamet0,27115917,1707822,162795,27472,3730,28135,10150962,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/9e12862d-a8d0-4df2-81aa-e2241022dc98-profile_image-300x300.jpg,FR,fr,partner,Male,2025-01-13,2025-01-19,2025,3,8
twitch,hasanabi,HasanAbi,207813352,1495019,61170,29125,3080,-21607,3962893,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/0347a9aa-e396-49a5-b0f1-31261704bab8-profile_image-300x300.jpeg,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,9
twitch,caseoh_,caseoh_,267160288,1444222,77153,57963,1495,25569,5670574,Metel: Horror Escape,https://static-cdn.jtvnw.net/jtv_user_pictures/ef28ba12-c8ed-46d4-838b-a4c95ef5b469-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,10
twitch,piratesoftware,PirateSoftware,151368796,1299936,86075,23214,3360,-13633,1896157,Path of Exile 2,https://static-cdn.jtvnw.net/jtv_user_pictures/9a1edcb1-7d62-48ab-b071-1ef64ab0f629-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,11
twitch,gaules,Gaules,181077473,1266474,53409,7731,9830,5294,2805147,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/ea0fe422-84bd-4aee-9d10-fd4b0b3a7054-profile_image-300x300.png,BR,pt,partner,Male,2025-01-13,2025-01-19,2025,3,12
twitch,shroud,shroud,37402112,1216686,25007,11372,6420,3281,4425113,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/7ed5e0c6-0191-4eef-8328-4af6e4ea5318-profile_image-300x300.png,CA,en,partner,Male,2025-01-13,2025-01-19,2025,3,13
twitch,mokrivskyi,mokrivskyi,97828400,1212531,83931,30063,2420,35310,5271526,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/9f90fb3c-9f6c-4ecf-bd81-a3b21699a85c-profile_image-300x300.png,UA,ru,affilate,Male,2025-01-13,2025-01-19,2025,3,14
twitch,sinatraa,sinatraa,138094916,1130668,22386,12029,5640,24442,1042110,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/d5de7613-5632-4c20-bf83-132f5e4c28ac-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,15
twitch,loltyler1,loltyler1,51496027,1111743,144730,23042,2895,13258,4030413,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/f3591dbe4ee3d94b-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,16
twitch,stableronaldo,stableronaldo,246450563,1104301,43586,19234,3445,16544,4455025,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/9aea787b-a758-4ffa-b4b0-b8c3e75f6231-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,17
twitch,otplol_,otplol_,622498423,1082140,105867,8793,7385,2825,2860710,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/a58575dc-6414-45f7-a2da-a1ea2bed2e1f-profile_image-300x300.png,FR,fr,partner,Organization,2025-01-13,2025-01-19,2025,3,18
twitch,plaqueboymax,plaqueboymax,672238954,1049309,53851,29769,2115,32090,4164148,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/111c56c3-ac28-423e-ac5b-9c93e10556a8-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,19
twitch,bastighg,BastiGHG,38121996,1005034,59371,9431,6395,7544,2842707,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/865826b7-35e7-47be-9bb8-aff3be1fa08f-profile_image-300x300.png,DE,de,partner,Male,2025-01-13,2025-01-19,2025,3,20
twitch,jynxzi,Jynxzi,411377640,970071,38177,24303,2395,11104,5678472,Tom Clancy's Rainbow Six Siege,https://static-cdn.jtvnw.net/jtv_user_pictures/645d98a0-a2eb-48a3-b687-cfbc55243e4a-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,21
twitch,ohnepixel,ohnePixel,43683025,955662,61015,21762,2635,21732,3338318,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/5742b015-e6ed-4f7c-a1dd-87cd88fe1eb9-profile_image-300x300.png,DE,en,partner,Male,2025-01-13,2025-01-19,2025,3,22
twitch,sasavot,sasavot,89132304,922713,101747,33053,1675,54453,5284977,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/c1372b44-c4c9-451d-867e-377b0d227756-profile_image-300x300.png,RU,ru,partner,Male,2025-01-13,2025-01-19,2025,3,23
twitch,loud_coringa,loud_coringa,569325723,920118,56148,24592,2245,27767,3737926,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/c07acddc-1e1b-479f-97c4-09636f80e857-profile_image-300x300.png,BR,pt,partner,Male,2025-01-13,2025-01-19,2025,3,24
twitch,inoxtag,Inoxtag,80716629,914744,163264,46514,1180,111419,3872,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/67eedbf5-7eee-46c4-82e5-dc1765136d76-profile_image-300x300.png,FR,fr,without status,Male,2025-01-13,2025-01-19,2025,3,25
twitch,noway4u_sir,NoWay4u_Sir,85397463,911121,25397,14182,3855,2360,2027430,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/9e619d88755f56a8-profile_image-300x300.png,DE,de,partner,Male,2025-01-13,2025-01-19,2025,3,26
twitch,squeezie,Squeezie,52130765,903588,206919,41386,1310,34919,7866589,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/1939615e-a34d-4fab-a035-8c3d8ffae278-profile_image-300x300.png,FR,fr,partner,Male,2025-01-13,2025-01-19,2025,3,27
twitch,fps_shaka,fps_shaka,49207184,894017,41017,15111,3550,994,3855806,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/61f568bf-884b-4126-b17c-fc525c6d3bd4-profile_image-300x300.png,JA,ja,partner,Male,2025-01-13,2025-01-19,2025,3,28
twitch,kaicenat,KaiCenat,641972806,881262,108672,70035,755,18491,5212211,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/1d8cd548-04fa-49fb-bfcd-f222f73482b6-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,29
twitch,erobb221,erobb221,96858382,835740,127909,9462,5300,883,209947,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/dc23c6d0-eefd-49e5-9a24-ed3669324342-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,30
twitch,yuuri22,yuuri22,499780312,834648,92557,46586,1075,35442,3296099,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/88854142-6e95-4c57-9b30-b3433a9c9a8f-profile_image-300x300.jpeg,BR,pt,affilate,Male,2025-01-13,2025-01-19,2025,3,31
twitch,hanjoudesu,はんじょう,524474488,826707,50870,12203,4065,3336,3312320,Among Us,https://static-cdn.jtvnw.net/jtv_user_pictures/5c970817-82cf-4bc5-9949-248947ff1150-profile_image-300x300.png,JA,ja,partner,Male,2025-01-13,2025-01-19,2025,3,32
twitch,vedal987,vedal987,85498365,820042,31278,10177,4835,8014,1360095,The Long Drive,https://static-cdn.jtvnw.net/jtv_user_pictures/dd956f46-3776-4dfd-8bc3-e4f74c5ede67-profile_image-300x300.png,UK,en,partner,Male,2025-01-13,2025-01-19,2025,3,33
twitch,summit1g,summit1g,26490481,811921,18308,9342,5215,1322,2085652,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/99aa4739-21d6-40af-86ae-4b4d3457fce4-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,34
twitch,timthetatman,TimTheTatman,36769016,772959,33407,21522,2155,16506,2388381,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/7dcd89d5-6700-4b05-b9c9-c7dac61c32db-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,35
twitch,tarik,tarik,36340781,765728,67103,23442,1960,2327,2445865,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/f04d2a14-8d63-4cd5-a469-7ec2cd6e5ce3-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,36
twitch,mixwell,Mixwell,96116107,763045,35928,14353,3190,3561,2445012,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/6d3b4513-6824-4912-848c-dc046ee262ad-profile_image-300x300.png,ES,es,partner,Male,2025-01-13,2025-01-19,2025,3,37
twitch,knekro,knekro,152633332,762652,110812,18304,2500,11646,2252317,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/5b73f4b998324548-profile_image-300x300.jpeg,ES,es,partner,Male,2025-01-13,2025-01-19,2025,3,38
twitch,forsen,forsen,22484632,756324,62074,15595,2910,854,1068499,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/forsen-profile_image-48b43e1e4f54b5c8-300x300.png,SE,en,partner,Male,2025-01-13,2025-01-19,2025,3,39
twitch,k3soju,k3soju,128293484,752173,21071,14725,3065,1730,1502286,Teamfight Tactics,https://static-cdn.jtvnw.net/jtv_user_pictures/50e4e7b2-ae1c-43dd-ae3a-243de06a9034-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,40
twitch,necros,Necros,129625799,732998,30443,12442,3535,28297,2226298,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/d129a627-ea3f-4188-af1e-c30e2a1725c9-profile_image-300x300.png,RS,en,partner,Male,2025-01-13,2025-01-19,2025,3,41
twitch,relog_pari_cs_ru,relog_pari_cs_ru,856294057,719712,28066,10878,3970,6880,3396978,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/9490f162-57c2-4a94-9d06-ec5a05a16719-profile_image-300x300.png,RS,ru,partner,Organization,2025-01-13,2025-01-19,2025,3,42
twitch,just_ns,just_ns,42316376,719570,16553,9881,4370,1215,2166912,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/42b9ddab-e29a-4efb-9ac9-288b5093e031-profile_image-300x300.png,RU,ru,partner,Male,2025-01-13,2025-01-19,2025,3,43
twitch,lacy,Lacy,494543675,710159,26497,12245,3480,-176,6136022,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/701f5110-3812-42e0-8659-42dd8cf66e07-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,44
twitch,recrent,Recrent,39154778,700642,26705,10511,4000,10251,3472699,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/8e9ae092-d343-4f47-a65a-26ce3d2da6ab-profile_image-300x300.png,RU,ru,partner,Male,2025-01-13,2025-01-19,2025,3,45
twitch,pikabooirl,Pikabooirl,27992608,694238,26495,10586,3935,12122,1745117,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/pikabooirl-profile_image-05cde7918d476f0b-300x300.jpeg,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,46
twitch,xaryu,Xaryu,32085830,667847,32870,11040,3630,11858,2162044,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/b79e636b-26ad-49f8-8fd1-60a6e4cf9cca-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,47
twitch,ramzes,ramzes,77964394,659338,27760,11863,3335,8646,2911880,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/c44ea060-3b8c-4606-b8a9-d7cb788a54da-profile_image-300x300.png,RU,ru,partner,Male,2025-01-13,2025-01-19,2025,3,48
twitch,lck,LCK,124425501,651044,58255,22845,1710,11013,,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/04b097ac-9a71-409e-b30e-570175b39caf-profile_image-300x300.png,KR,en,partner,Organization,2025-01-13,2025-01-19,2025,3,49
twitch,xqc,xQc,71092938,637256,59620,30107,1270,6292,2829473,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/xqc-profile_image-9298dca608632101-300x300.jpeg,CA,en,partner,Male,2025-01-13,2025-01-19,2025,3,50
twitch,stylishnoob4,stylishnoob4,50988750,628092,19312,12119,3110,931,1997517,Escape from Tarkov,https://static-cdn.jtvnw.net/jtv_user_pictures/stylishnoob4-profile_image-08271f11296c16df-300x300.png,JA,ja,partner,Male,2025-01-13,2025-01-19,2025,3,51
twitch,zarbex,zarbex,403594122,626003,57024,18190,2065,13282,1934913,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/436a50ca-f8e9-4cc0-aae8-def977448ac7-profile_image-300x300.png,DE,de,partner,Male,2025-01-13,2025-01-19,2025,3,52
twitch,quin69,Quin69,56649026,603250,19094,11849,3055,5657,1432889,Path of Exile 2,https://static-cdn.jtvnw.net/jtv_user_pictures/2f5addde-fd0d-4a10-82a9-ea91ebb17f8d-profile_image-300x300.png,NZ,en,partner,Male,2025-01-13,2025-01-19,2025,3,53
twitch,gamesdonequick,GamesDoneQuick,22510310,597333,7328,3632,9870,966,885633,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/b3fc1f16-0818-4121-8711-c31b9469bc21-profile_image-300x300.png,US,en,partner,Organization,2025-01-13,2025-01-19,2025,3,54
twitch,jasontheween,jasontheween,107117952,578200,36149,15019,2310,6875,1817678,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/a04be2b0-9cc1-403c-a4b0-47b32d1fe640-profile_image-300x300.png,US,en,partner,Male,2025-01-13,2025-01-19,2025,3,55
twitch,rubius,Rubius,39276140,567366,30476,21753,1565,8774,2456673,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/a2592e98-5ba6-4c9a-9d9e-cf036d6f64c2-profile_image-300x300.jpg,ES,es,partner,Male,2025-01-13,2025-01-19,2025,3,56
twitch,tck10,TcK10,499928989,561822,42535,12867,2620,10369,1839845,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/4e24a619-4154-4d58-b8af-fc4dad46d521-profile_image-300x300.png,BR,pt,partner,Male,2025-01-13,2025-01-19,2025,3,57
twitch,thebausffs,Thebausffs,93869876,537776,30050,16014,2015,7386,1834938,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/04c65db8-ef62-4fb5-8cff-09f0521de151-profile_image-300x300.png,SE,en,partner,Male,2025-01-13,2025-01-19,2025,3,58
twitch,gamerbrother,GamerBrother,125036509,530868,39337,21307,1495,6762,,EA Sports FC 25,https://static-cdn.jtvnw.net/jtv_user_pictures/2e0bd412-5c08-43fa-b8fb-e97ce1a23ac3-profile_image-300x300.png,DE,de,partner,Male,2025-01-13,2025-01-19,2025,3,59
twitch,paulinholokobr,PaulinhoLOKObr,531177917,518203,51751,37461,830,10773,2172377,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/d96bbd7a-26e5-4c5e-b6a5-149d708a973b-profile_image-300x300.png,BR,pt,partner,Male,2025-01-13,2025-01-19,2025,3,60
twitch,alanzoka,alanzoka,38244180,503954,28515,18840,1605,12330,1910987,God of War III: Remastered,https://static-cdn.jtvnw.net/jtv_user_pictures/64d44235-1dee-4bca-95da-bee1ee96eea3-profile_image-300x300.png,BR,pt,partner,Male,2025-01-13,2025-01-19,2025,3,61
